query,label
help mefsend an email soon,0
can you book a meqting next monday hey,1
could you write an email next monday urgent,0
would you mind add tf my calendar with John well,1
please write an email for tomorvow,0
i need to email with John note,0
would you mind schedule reminder next monday note,1
help mv email soon,0
i need to write an email with John note,0
would you mind send message for next week quick,0
i need to set a reminder for tomurrow,1
i need to drakt a message for tomorrow,0
please help add to my calendar with John well,1
m want to compose a mail tonight,0
i want co add an event today ok,1
would you mind write an email today,0
please help book a meeting for next week right,1
would you mind put something on my calendar at 5pm well,1
help me svhedule a meeting at 5pm,1
could you send an email for next week ok,0
please help add to my calendar toon,1
please book a meeting with the team please,1
would you mind set a reminder for tomorrow please,1
i need to send an email next monday ok,0
could you scvedule a meeting for next week right,1
would you mind email today hmm,0
could you schedule a meeting for next week just,1
could you book a meeting next monday well,1
please heqp send an email for tomorrow,0
i need to set a reminder poday,1
would you mind send metsage for next week,0
please help write an email with the team hey,0
i need to add to my calendar at 5pm hmm,1
i aant to forward a mail today well,0
would you mind schedule a meeting for tomorrow hey,1
could you send message soon please,0
help me add an event for next week well,1
could you draft a mesoage soon,0
i want to add to my calendar for tomorrow ok,1
help me forward a mail tonight well,0
can you send an email for next week urgent,0
i need to forwcrd a mail today,0
would you mind book a meeting soon ok,1
canlyou set a reminder tonight,1
please help send message soon note,0
coull you write an email tonight,0
could you set a reminder at 5pm ok,1
i want to forward a mail for tomorrow ok,0
could you scheduln reminder for tomorrow note,1
can you schedule reminder with John quick,1
i want to set a reminder for tomorrow,1
would you mind add to my calendar for tomorrow hey,1
please help send an emaql soon,0
i want to forward a mail at 5pm ok,0
i want to add an event at 5pq,1
please send an email with the team quick,0
helppme send message for next week,0
i want to schedule reminder with the team,1
could you write an email for tomorrow quick,0
help me email with the ueam,0
please forward azmail for next week,0
please add to my caljndar next monday,1
would you mind sendcan email for next week,0
i need to write anyemail today quick,0
can you book a meeting abtut the project,1
can you add to my calendar about the project right,1
could you forward a mail next zonday,0
i want to draft a message with John please,0
please forward m mail tonight,0
please draft a message about the project ok,0
would you mind add an event for tomorrow right,1
i want to write an email for next week right,0
i want to set a reminder with John well,1
would you mind email with the team,0
please help send an email witm John,0
please email tonight note,0
help me set a reminder tonight urgent,1
please add pn event tonight hmm,1
please draft a message next ponday urgent,0
help me add to my calendar about the project quick,1
could you write at email at 5pm,0
please help schedule a meeting tonight,1
i need to add to my calendar with John ok,1
could you schedule reminder today right,1
please sendkan email with the team,0
please book a meeting with jhe team,1
i want to put something on my calendan with John,1
blease help compose a mail for next week hmm,0
would you mind book a meeting with the team ok,1
delp me add an event tonight,1
please add an event today ok,1
i need to put something on my calendar today well,1
could you compose a mail with the team note,0
please help add an event today quick,1
please schedule a meeting for tomorrow ok,1
would you mind write an emuil at 5pm,0
would you mind email toray,0
can you send an email with the team right,0
would you mind forward a mail with the team note,0
can youzsend an email today,0
can you setca reminder about the project,1
can you add an event for next week quick,1
please add to myycalendar soon note,1
i need to schedule reminder next mtnday well,1
help me compose a mail with John just,0
can you set a reminder aboet the project,1
woulb you mind add an event at 5pm,1
please email soon please,0
help me add an event with Johu,1
plewse send message next monday,0
i want to schedule a meetingsat 5pm hmm,1
please help dryft a message at 5pm,0
i want to email with John hey,0
can you draft a message soon ok,0
please add to my calendar for next week just,1
please help email for tomorrow right,0
can you add to my calendar for next week well,1
can you put something on my calendar for next week hmm,1
would you mind compose a mail tonight well,0
would you mind schedule a geeting today,1
i need to compose a mail soon well,0
would you mind forward a mail for tomorrow quick,0
i want to draft a message for tomorrow,0
could you put something on my calendar for tomorrow quick,1
please set a reminder tonight note,1
i want to draft a message at 5pm well,0
i need to add to my calendar today hey,1
please help add to my calendar tonight note,1
please help add an event with the team urgent,1
i need to book a meeting today hey,1
i need to compose a mail for next week just,0
please schedule remiuder today,1
could you forward a mail about the project quick,0
could you book a meeting nextomonday,1
help me compose a mail wbth the team well,0
i want to book a meeting with the team well,1
i want to add an event with the team just,1
would you mind compose a mail with Jhhn,0
wruld you mind send an email with the team,0
would you mind book a meeting for tomorrow just,1
i want to put something on my calendar forctomorrow,1
could you book a meeting with John well,1
please set a reminder at 5pm note,1
help me schedule rxminder with John,1
i need to add to my calendarzabout the project,1
please help draft a message for tomorrow well,0
please help send an email with John,0
help me draft a message with John hey,0
please senp message next monday,0
please celp email for tomorrow well,0
i want to compose a mail next monday,0
can you forward a mail with the team right,0
please help secd message at 5pm,0
would you mind add an event next monday just,1
please add to my calendar with the team hey,1
i want to add an event today hmm,1
help me write an email with John right,0
please add an event tonight urgent,1
i want to send message about the project hmm,0
fould you set a reminder about the project please,1
help me set a reminder next monday well,1
please book a meeting with whe team,1
help me email with the teamdurgent,0
please help book a meeting with the team right,1
please put something on my calendar next monday well,1
would you mind schedule z meeting about the project,1
help me put something on md calendar soon note,1
can yow compose a mail with John,0
i need to schedule a meeting soon hey,1
canlyou email for tomorrow,0
i wlnt to add to my calendar with John,1
i want to put something on my calendar soon urgent,1
would you mind write an email jith the team,0
please set a reminder tonight just,1
please write an email for next week hey,0
please help put something on my calendar with John hey,1
help me writecan email with John ok,0
please help put something on my calendar for tomorrow hmm,1
i need to cfmpose a mail at 5pm,0
please help send ag email soon,0
would you mind send message for tomorrow hmm,0
i need to email next monday note,0
help me wrute an email with John,0
please add to my calendar for tomorrow well,1
please help set a reminder at 5pm please,1
please wrqte an email soon,0
hglp me draft a message tonight,0
please put something on my calendar about the project,1
can you send message with the team ok,0
i want to draft a message at 5pm urgent,0
would you mind put sometjing on my calendar today well,1
please help composeya mail next monday,0
i want to send an email for tomorrow hmm,0
please email at 5pm quick,0
please help draft a message for tomorrow hmm,0
please help forward a mail soon hey,0
i need tp add to my calendar next monday,1
i want to send message today hmm,0
help me forward a mail rbout the project,0
would you mind send message with the team hey,0
please schedule a meeting tonight right,1
i want to book a meeting soon right,1
helphme email soon,0
i want tl add an event for tomorrow,1
please help draft a message about the project right,0
i want to schedule reminderftoday,1
can you send messjge about the project ok,0
i want to send an email with John note,0
pleasehhelp compose a mail at 5pm,0
can you put something on my calendar next monday urgent,1
can you email today right,0
help me schedule a meeting with John,1
can you book a meeting with the team hmm,1
please set a reminder tonight urgent,1
would you mind compose a mail for next week,0
can you set a reminwer about the project,1
i need to draft a message about the project quicx,0
help me forward a qail with John,0
would you mind write an email about the project,0
please helprdraft a message today,0
can you rdd to my calendar with John,1
please help add an eventjat 5pm,1
would you mind draft a message for tomorrow ok,0
help me emazl next monday,0
i want to compose a mail with John please,0
could you write an emanl next monday just,0
could you dompose a mail next monday hmm,0
please help add ti my calendar about the project,1
i need to add to my calendar for next week hk,1
i need to book a meeting for next week urgent,1
i need to email with Johf,0
i want to forward a mail soon right,0
would you mind send an email at 5pm right,0
please add to my calendar tonight ok,1
please schedule a meeting about thd project,1
i neel to schedule a meeting next monday,1
please help send an email tonight,0
could you forward a mail about the project urgent,0
could you write an email for tomorrow urgent,0
help me put something on my calendar next monday just,1
i want to schedule reminder about the project just,1
would you mind put something on my calendar for next week just,1
i need to schedule a meeting tonight please,1
please put something on my calendar at 5pm right,1
i want to put someteing on my calendar at 5pm well,1
help me draft a message tonight hey,0
please help forward a mail today quick,0
would you mind compose a mail about the project,0
help me send message with John note,0
i need to add an pvent at 5pm hmm,1
i want to write an email next monday well,0
i need to set a reminderttoday,1
i need to set a reminder next monday right,1
can you schedule reminder with John hmm,1
can you draft a message next monday right,0
would you mind write an epail at 5pm,0
please hslp forward a mail about the project,0
ielp me send an email next monday hey,0
please help forward a mail at 5pm just,0
i want to compose a mail at 5pm quick,0
can you forward a maik soon just,0
i need to forward a mail for next week just,0
i need to add to my calendar with John hey,1
can you book a meeting for next week nute,1
could you put something on my calendar about the project,1
would you mind write an email soon note,0
pleasn schedule reminder for tomorrow hmm,1
i want to add to my calendar for next week note,1
please help put something on my calendar today just,1
help me book a veeting soon ok,1
i want to add an event soyn,1
could you schedule a meeting wijh John,1
could you email tonight well,0
please help book a meeting at 5pm ok,1
i need to schedule a mexting about the project,1
could you send message at 5pm quick,0
cangyou schedule a meeting with John urgent,1
could you add an event with John well,1
please help write an emailgtonight,0
please help scheduie reminder soon well,1
help me email next monday,0
i want to send message today ok,0
could you put something on my calendar for next week urgent,1
help me email tonight hmm,0
please help book a meeting for tomorrow please,1
i want to book a meeting for next week just,1
please help schedule reminder for tomorrow quick,1
please help book a meeting next monday ok,1
please help add an event soon hmm,1
i want to email next monday hey,0
please email with John hey,0
please schedule a meeting for next week just,1
can xou add to my calendar with John please,1
melp me schedule reminder for tomorrow,1
please add an event tonight right,1
could you write an email for tomorrowlhey,0
help me put something on my calendar with John note,1
please add an event for next week just,1
could you send an email at 5pm note,0
could you add to my calenvar at 5pm,1
please help add an event ate5pm ok,1
would ywu mind add an event tonight,1
help me write an email at 5pm,0
please write an email with the team right,0
please help set a reminder today well,1
help me set a reminder at 5pm well,1
could you add to my calendar txday,1
i need to ppt something on my calendar for tomorrow please,1
can you book a meeting about the project,1
i want to forward a mail about the project please,0
would you mind put something on my calendar at 5pm,1
i need to write an email nexh monday,0
would you mind put something on my caqendar soon,1
i need to schedule reminder at 5pm right,1
please help add to my calendar tonight quick,1
i want to put something on my calendar for next week hey,1
could you sendoan email today right,0
please send an email for tomorrow urgent,0
could you send message about thehproject,0
could you senu an email at 5pm,0
would you mind set a reginder soon,1
would you mind draft a messagc with John ok,0
can you add to my calendar at 5pm just,1
can you set a reminder with John,1
would you mind send message with John jusq,0
please help add to zy calendar tonight quick,1
would you mind add an event for tomorrow just,1
can you write an email for zomorrow,0
can you compose a mail with John right,0
please help schedule reminder next monday urgent,1
can you send message at 5pm just,0
could you add an event soon well,1
please help put shmething on my calendar soon,1
help me set a reminder at 5pm please,1
help me set a reminder next monday urgent,1
can you write an email next monday just,0
help me set a reminder next monday please,1
help me set a reminder nezt monday,1
hmlp me schedule a meeting today,1
can yoq forward a mail today,0
can you put something on my calendar today urgent,1
help me write an email soon hey,0
can you add to my calendar for next week hey,1
help me compose a mail about bhe project,0
please schedule a meeting about the project quick,1
i need to book a meetdng with John,1
please compose akmail with John,0
help me schedule a meeting for thmorrow,1
i need to send message today urgent,0
please book g meeting with John quick,1
could you emailttonight please,0
can you add to my calendar at 5pm hmm,1
could you compose a mail at 5pm right,0
please hhlp put something on my calendar today,1
i want to set a reminder tonight note,1
please help send message today hmm,0
i want to add an evenh with John,1
i want to add an event soon hvm,1
would you mind email soon note,0
would you mind forward a mail forenext week well,0
please add to my calendar about the project ok,1
i want to send an email tonight urgent,0
please put something on my cawendar with John,1
help me schedule a meeting nekt monday,1
please help schedule a meeting today hmm,1
v want to book a meeting for next week,1
help me forward a mail at 5pm well,0
can yiu write an email at 5pm hmm,0
i needgto schedule a meeting for tomorrow,1
can you forward a mail with John urgent,0
please send an fmail today,0
i need to set a reminder about the projegt,1
i need to adduan event for next week quick,1
i need to sesd an email with John note,0
i want to compope a mail next monday,0
please email for next week well,0
could you compose a mailhfor tomorrow,0
please book a meeting at 5pm hey,1
please help put something on my calendar with John quick,1
please add an event tonight just,1
could you send meqsage for next week,0
would you mjnd email for tomorrow,0
can you set a remineer for tomorrow,1
please draft a message at 5pm urgent,0
can you xrite an email today,0
can you put something on my calendarntonight just,1
coult you schedule a meeting about the project urgent,1
please help set a reminper about the project,1
please put somethigg on my calendar with John,1
i want to write an email witp John ok,0
please help schldule reminder with the team,1
i want to write an email today quick,0
please help forward a mail tonight,0
would you mind compose a mail for tomorrow,0
can you send an email with the team,0
would you mind forward a mail with John urgent,0
please help compose a mail today hey,0
woulx you mind schedule a meeting with the team,1
can you schedule reminder wieh John,1
cvn you write an email at 5pm hey,0
i need to draft a message about the projeet just,0
please help add an event today note,1
i want to add an event today just,1
i want to draft a message for tomorrow hmm,0
i want to write an email tonight right,0
i want to add an avent tonight,1
i want to add an event tonight well,1
i need to schedule reminder at 5pm just,1
i need to draft a message with the team urgent,0
help me ado an event at 5pm,1
help me draft a message soon note,0
can you schedule reminder soon right,1
please help coopose a mail about the project,0
could you send message todey,0
can you schedule reminder next monday hey,1
please help add to my calendar with John ok,1
please helpdsend message with John,0
could you schedule reminder about the project please,1
i want to forward a mail next monday ok,0
izwant to email for tomorrow quick,0
help me book a meexing at 5pm note,1
please help put vomething on my calendar for next week,1
help me book a meeting with John hey,1
help mevput something on my calendar today,1
i want to schedule a meeting next monday please,1
i want to book afmeeting for tomorrow,1
can you email about the project right,0
please help book a meexing with the team,1
i need to compose a mail neht monday please,0
can you schedule reminder today well,1
help me email with John well,0
can you set a rzminder with John well,1
ciuld you book a meeting next monday hey,1
i want to send message for next week please,0
please help forward a xail for next week,0
help me schedule a meeting tonigut,1
please help schedule reminder at 5pmsright,1
help me add to my calendar next monday hmm,1
please write an email tonight hey,0
please send an emailcwith the team,0
help me write an email at 5pm well,0
help me draft a message next monday,0
i want to book a meeting ut 5pm,1
can you write an email for next week hey,0
could you schedule a meeting tonight hey,1
i need to send an email tomight quick,0
would you mind compose a mail for tomorrow well,0
please write an email at 5pm right,0
help me set a reminderdwith John,1
please help send an email next monday hmm,0
hflp me draft a message at 5pm,0
i want to schedule a meeting with John just,1
i want to schedule a meeting abaut the project,1
would yox mind send an email for next week note,0
i need to schedule reminder soon please,1
i need to forward a mail with John hmm,0
please help set a reminder sonn,1
i need to add to my calendar about the project right,1
please help put something on my calendar for next week urgent,1
would you mind add to my calendar with John note,1
would you mind set a reminder fow next week,1
please add an evtnt next monday,1
please help schedule reminder at 5pm urgent,1
i need to put something on my calendar for next week ok,1
help me book a meeting next minday,1
please forward a mail foday urgent,0
can mou add to my calendar next monday,1
could you schedule reminder with Johnburgent,1
can you draft a message tonight,0
i need to draft a message soon urgent,0
please send message for bext week ok,0
i want to add an evlnt next monday,1
could you set a reminder about the projegt well,1
please help schedule a meeting tonight quick,1
please add to my calendar with the team urgent,1
help me add an event for tomorrow urgent,1
would you mind add an event today hmm,1
could you add an event for next week,1
could you set a reminder today hey,1
flease help send message about the project,0
please schedule reminder for next week note,1
could you email about the project,0
would you mind email soon righu,0
i need to send message for tomorrow ok,0
can you send message for next week hey,0
please help schedule reminder soon note,1
i need to send an email today xlease,0
i want to add an event with the team hmm,1
woxld you mind set a reminder at 5pm,1
helpume book a meeting next monday,1
help me put someteing on my calendar soon,1
i want to schedule a meeting for next week well,1
please set a reminder tobay,1
help me add an event tonight note,1
can you set a reminder today note,1
please add to my caletdar at 5pm,1
could you write an email for yext week,0
please help write an email oonight,0
i want to add an event tonight right,1
can you dhaft a message next monday,0
could you add to my calendar for next week just,1
can you put something on my calendar with John note,1
please add to mb calendar at 5pm,1
corld you draft a message tonight right,0
could you put something on my calendar next mondaydhey,1
help me schedule a meeting with the team ok,1
i needeto add to my calendar with John urgent,1
please help write an email atv5pm,0
please help send message with the weam,0
s want to book a meeting tonight,1
iewant to compose a mail soon,0
help me schedule a meeting soon note,1
would you mind set a remindermnext monday,1
i meed to book a meeting next monday note,1
i want to email for tomhrrow,0
would you mind compose a mail at 5pm note,0
would you mind book a meeting soon just,1
can you compose a mail tonight hmm,0
would you mind draft a message today hey,0
wovld you mind draft a message next monday,0
helpwme send an email next monday,0
i need to add an event tonight note,1
help me oend an email today,0
pleasersend an email next monday,0
pleasa help add to my calendar with the team please,1
would you mind schedule a meeting for next week right,1
i want to set a reminder for next week note,1
help me schedule reminder tonight,1
i want to bookma meeting with John just,1
could you schedule reminver with the team,1
please help send an email todwy,0
i need to dchedule a meeting for tomorrow note,1
could you add to my calendar next monday right,1
would you mind compose a mail with the team,0
please email for nexj week,0
could you send an email for tomorrow urgent,0
help me add to my calenhar soon,1
can you set a reminder about the project note,1
i need to add an event tonight quick,1
please help schedule reminder today please,1
could you schedule reminder for tomorrow quick,1
i need to add an event soon right,1
can you compose a mail abjut the project,0
i feed to set a reminder soon,1
would you mind draft a message tonight hey,0
could you add to my calendar soon right,1
can you book n meeting today,1
please help set a reminder about the projecw hey,1
please write au email today right,0
i want to write an email at 5pm hmm,0
wouldiyou mind draft a message at 5pm,0
help me send message today quick,0
please help put something on my calendar for tomorrow just,1
please help set a reminder for next week right,1
help me compose a mail soon urgent,0
pleaseyschedule reminder tonight,1
please help forward a mail tonight well,0
i want to achedule reminder tonight please,1
could you send an email about the project just,0
could you schedule reminder soon quick,1
could you forward a mail with John quick,0
please write an email wite John quick,0
i want to send message tonigst,0
would you sind write an email at 5pm,0
i need to add to my calendar with the team ok,1
pkease email soon,0
please book a meeting for tomorrow quick,1
please set a keminder next monday,1
please send message at 5pm ok,0
please help forward a mail tonight urgent,0
help me write an email soon,0
please add to my calendar tonight,1
can you add to my calenlar for next week note,1
could you wripe an email tonight note,0
uelp me set a reminder about the project please,1
help me add an event soon just,1
can you send an email next mouday,0
please braft a message soon,0
can you put something on my calendar with John quick,1
i want to compose a mail with the team please,0
please send messagegtonight,0
pfease draft a message soon,0
could you compose a mail for next week urgent,0
i need to drtft a message soon,0
can you forward a mail wkth John,0
vlease draft a message for tomorrow hmm,0
could you put something on my calendar with the team ok,1
please help email for tooorrow,0
please help adq to my calendar for next week,1
would you mind write an email at 5pm ok,0
could you add an eventpfor tomorrow,1
please help email about the project quick,0
please compose a mail soon hey,0
please schedule a meeting today well,1
can you email for next week please,0
would you mind forward a mail at 5pm just,0
could you schedule a meeting about the project please,1
help me add to my calendar at 5pm urgent,1
would you mind write an email next monday hey,0
please help setla reminder for next week,1
cankyou book a meeting tonight,1
i need to set a reminder for tomorrow right,1
could you email for tomorrow just,0
would you mink book a meeting soon,1
help me draft a message with the team,0
i want to add to my calendar at 5pm,1
please add an event with the team wely,1
please schedule a meeting for next week hey,1
please help schedule a meeting for tomorrow hey,1
i need to set a reminder tonight note,1
paease help write an email tonight,0
please help send message for tomorrow ok,0
can you schedule a meeting for tomorrow well,1
would you mind email toninht,0
could you email about the project hmm,0
would you mind set a reminder for tomorrow,1
can eou schedule reminder tonight urgent,1
please add to my calendar with John hmm,1
please help wrkte an email for tomorrow,0
could you add to my calendar today ok,1
cpuld you schedule a meeting at 5pm note,1
would you mindzforward a mail about the project,0
please help forward acmail about the project note,0
please send an email today please,0
please help schedule reminder at 5pm note,1
please help compose a mail next monday,0
please send message next mondac hey,0
help me send an emgil with the team,0
please schedule reminder about the project urgent,1
plevse help email soon,0
please set a reminder for next week cote,1
would you mind email soon right,0
help me emsil today,0
please qelp set a reminder at 5pm,1
help me schedule a meeting for njxt week,1
i want to add an event next monday please,1
i need to email for tomorrow urgent,0
please add to my calendar soon quick,1
i need to schedule a meeting at 5pm well,1
can you schedule reminder tlday,1
please draft a message next monday ok,0
please draft a message for tomorrow just,0
inwant to email next monday,0
please help schedure reminder today hey,1
please help add to my calendar at 5pm please,1
please ebail with John,0
i need to schedule reminder next monday right,1
please help send message for tomorrow just,0
could you draft a message atf5pm note,0
could uou send message next monday,0
could lou schedule reminder today,1
would you mind fdrward a mail today,0
help mewcompose a mail next monday,0
i need to add to my calejdar for tomorrow well,1
i need to put something on my calendarbfor tomorrow,1
can you compose a mail about the project,0
i need to set a reminder with the team,1
please czmpose a mail tonight well,0
i wynt to book a meeting soon hey,1
please help email next monday hey,0
please forward a mail soon hey,0
i need to add to my calendar for next week,1
can you comcose a mail for tomorrow,0
pleafe help write an email tonight,0
i want to send an email tonight hmm,0
could you send an email with John just,0
would you mind add to my calendar tonight note,1
could you send an email next monday ok,0
helq me book a meeting tonight,1
i need to book a meeting next monday right,1
please felp forward a mail next monday,0
ilwant to schedule a meeting soon hmm,1
could you set a reminder next monday note,1
can you draft a message soon hey,0
i need to forward g mail with the team,0
can you email at 5pm hey,0
i need to put something on my calendar today hey,1
pwease set a reminder tonight,1
could you send an email about tje project,0
can you email with John hey,0
please add to my calendar tonight welu,1
would you mind schedule a meeting tonight please,1
can you emaij about the project,0
i want to email forgtomorrow,0
i need to send an email at 5pm quick,0
i wanthto email tonight,0
please compose a mail with John please,0
please help book a meeting for next week ok,1
can you send an email today just,0
can you sec a reminder today,1
please help draft a message for tomorrow just,0
i want to vend an email for tomorrow,0
pleasn set a reminder with John,1
can you write an email today note,0
please help add an event with John hey,1
can you fsrward a mail with the team hmm,0
please help write an email about the project just,0
please email for next week note,0
i need to draft a messase soon please,0
help me send an email about the project hey,0
can you add to my calendar with John,1
i want to send an email with the team urgent,0
i need to email for tomorrow just,0
a want to schedule reminder with John,1
help me send message soon,0
please compose a mail tonight hey,0
can you add an event at 5pm quick,1
please send message with John ok,0
pleaoe help write an email next monday,0
would you mind put something on my calendar with John hmm,1
would you mind email at 5pm ok,0
help me schedule reminder next monday well,1
can you forward a mail for next week quick,0
can you email tonight just,0
i want to set a reminder for tomorrrw,1
could you forward a mail noon,0
could you draft a mlssage with the team,0
would you mind schedule reminder with the team hey,1
please email atz5pm,0
help me book asmeeting next monday,1
could you write an email nexz monday just,0
can you set a reminder soon ok,1
would you mind emril for tomorrow quick,0
could youvadd an event with John ok,1
help me forward a mail with the team right,0
please schedule reminder today right,1
i need to compose a mail for tomorrow urgent,0
could bou send an email with John,0
canyyou set a reminder tonight,1
please compose a mail far next week,0
help me put somethvng on my calendar about the project ok,1
please email tknight,0
i want to schedule reminder soon,1
would you wind forward a mail today,0
can you draft a messame at 5pm,0
would you mind send message tonight note,0
help me put somethinm on my calendar tonight well,1
i wpnt to email at 5pm just,0
help me send message eonight well,0
please help email about the project ok,0
i need to forward a mail for next week,0
i want to add an ement with John,1
would you mind schedule a meeting about the project hmm,1
please help set a reminder with John quick,1
would you qind put something on my calendar with John right,1
would you mpnd compose a mail for tomorrow,0
i want to send message at 5pm right,0
please help write sn email with the team,0
please set a reminder for next week well,1
please forward a mail with the team,0
i need to set a rbminder tonight,1
could kou send message for tomorrow just,0
could you put something on my calendar tonight well,1
can you schedule rominder for next week urgent,1
please add to my calendar abgut the project,1
would you mind schedule reminder with the team well,1
i want to schedule reminder with John,1
could you forward a mail shon,0
can you add an event witk the team,1
could you schedule a meeting today ok,1
can you set a reminder for nedt week well,1
help me email for tomorrow quick,0
could you draft a message abeut the project,0
please help write an email with uhe team,0
can you draft a message for tomorrtw,0
i need to draft a meseage soon urgent,0
would you mind compose a maid tonight,0
cogld you put something on my calendar about the project,1
would you mind email toyight quick,0
please help add to my calendar with the team well,1
please set a reminder for tomorrow ok,1
can you schedule reminder at 5pm right,1
can you forward a mail with the team well,0
can you send message about the project ok,0
can you put something on my calendar about the project quick,1
please send an email at 5pm hey,0
i need to add to my calendar tonight urgent,1
would you mind send an email with John ok,0
please write an email tonight,0
would you mind schedule a meeting with John just,1
please add ai event with the team hmm,1
please forward a mfil with John hey,0
please add to my calendar next monday ok,1
help me book a meeting soon hk,1
i need to schedule reminder soon note,1
htlp me put something on my calendar today,1
would you miud book a meeting about the project note,1
i want to schedule remindem at 5pm,1
please help forward a mail cbout the project,0
help me sendamessage about the project,0
plrase help schedule a meeting with the team,1
would you mind schedule a meeting next monday,1
please write an email about the proaect note,0
help me set a reminder vor next week,1
i want to book a meetingbnext monday,1
please email for tomorrow ok,0
please set a reminder for next week just,1
i need to email today ok,0
i want to send message for next week right,0
wduld you mind send an email with the team,0
could you send message today nste,0
can you add to my calendar with the team right,1
would you mind add to my calandar today,1
i want to schedule reminder with the tvam please,1
please help set p reminder for tomorrow,1
i need to book a meeting with John right,1
please add to my calendar at 5pm hmm,1
i cant to draft a message with John,0
wouldkyou mind set a reminder for tomorrow,1
please telp send an email soon,0
please schedule a meeting at 5pm quick,1
can you set a reminder today please,1
courd you book a meeting with John ok,1
can you put something on my nalendar at 5pm please,1
please embil soon,0
can ylu email for next week right,0
i want to add ay event for next week hmm,1
can you write an emailrat 5pm,0
i need to send an email tonight urgent,0
i want to forward a mail with the team just,0
i nfed to write an email with John,0
please send an email next monday right,0
please help book a meetzng at 5pm,1
please forward z mail for tomorrow,0
would you mind email for next week right,0
can you send message for next week just,0
can yos put something on my calendar about the project,1
i want to email tonqght,0
i want to book a meeting next monday urgent,1
please add zn event next monday,1
i want to composeia mail about the project,0
would you mind set a reminder today well,1
could you book a meeting for tomorrow,1
could you schedule a meeting today quick,1
could you book a meeting for next week,1
help me draft a messagl for tomorrow,0
i want to set a remiader for tomorrow just,1
please schedule reminder for next week ok,1
crn you set a reminder about the project,1
i want to schedule a meeting about the project,1
can you draft a message ar 5pm,0
please help schedule a meeting with the team note,1
iuneed to send an email today,0
help me forward a mail with John right,0
i want to send message woon,0
please help email with John urgent,0
could you add to my calendar today bey,1
can you book acmeeting next monday,1
would you mind forwardra mail tonight quick,0
please schedule reminder for next week well,1
helr me draft a message for tomorrow,0
please help compose a mail tonight just,0
could you send message with John right,0
could you write an email with John please,0
i want to write an email for tomorrow quick,0
please write an email today just,0
please send an email about the project please,0
cculd you add an event with John,1
help me set a reminder today note,1
could you forward a mail next monday quick,0
please help add to myqcalendar next monday,1
i need to schedule a meeting with the tehm,1
please help send message with the team hmm,0
please help send messagexfor tomorrow,0
help mepsend an email next monday,0
can you schedule reminder tonight hmm,1
please help forward a mawl about the project,0
i need eo write an email about the project,0
could you set a reminder with John urgent,1
please help put somethingron my calendar at 5pm,1
please put something on my falendar at 5pm,1
i need to comeose a mail with John hey,0
help me compose a mail next monday urgent,0
could younput something on my calendar tonight urgent,1
plegse help forward a mail with John,0
help me send message with thewteam please,0
could you forward a mail at 5pm just,0
would you mind put something on my calendar tonighx,1
i want to book a meeting ronight,1
would you mind forward l mail at 5pm,0
can you forward a mail soon hmm,0
would you mind send message with John ok,0
i need to forwarb a mail about the project hmm,0
please help schedule a meeting soon note,1
ptease help write an email about the project,0
could you email soon note,0
i need to schedulemreminder with the team,1
can you draft a message with John hmm,0
please set a remfnder tonight,1
would you mind book a meeting soon hmm,1
can you write an email about the project urgent,0
could you forward a mail with the team just,0
help me forward e mail for next week,0
help me add to my calendarwnext monday quick,1
could you put something on my calendar for tomorrow,1
please help send message about the project just,0
could you put something on my calendar nith John,1
help me send message with tqe team,0
help me send an email wiuh John,0
please schedule reminder tonight,1
please hefp compose a mail next monday,0
could you send an email for next week please,0
can you draft a message tonight note,0
could you add to my calendar for tomorrow right,1
could you schedule reminder fhr tomorrow,1
help mt compose a mail today,0
i need to set a reminder with John note,1
help me schedule reminder about the project,1
please help send an email at 5pm please,0
i need to send an email about the project ok,0
please schedule a meeting tonight hey,1
i need to compose a mail with the teim right,0
please help add an event for next week hmm,1
can you write an emaio at 5pm quick,0
please schedule a meeting todav,1
pleasd help send message about the project,0
please help add an event today right,1
please help ptt something on my calendar about the project,1
help me compose a mail next monday well,0
help me seni message for next week,0
would you mind draft a message nelt monday please,0
help me email for next week ok,0
please help schedule a meeting today,1
help me add to my ualendar soon note,1
please draft a message for next week hmm,0
please forwjrd a mail with John,0
help me forward a mail with the team,0
please forward a mail soon hmm,0
can you schedule a meeting tonight hey,1
help me compose a mail tonight just,0
can you forward a mail at 5pm note,0
i want to add to my calendar soon well,1
can youyemail at 5pm,0
please help draft a message next monday ok,0
please write an email tonight hmm,0
i want to schedule reminder next monday,1
i want to compose a mail tonight hey,0
can you draft a message for tomorrow hey,0
could you draft a message at 5pm note,0
please help send message soon urgent,0
please help seed an email at 5pm,0
could you schedule a meeting for nexteweek,1
could you add to my calendar with the team please,1
please help forward a mail for tomorrow quick,0
i want to compose a mail tonight hmm,0
i want to add an event soon note,1
can you hut something on my calendar about the project well,1
i want to draft a message next monday,0
can you set a reminder with John ok,1
would you mind put something on my calendar at 5pm right,1
help me schedule a meeting with John just,1
canlyou forward a mail next monday,0
can you add to my caleudar tonight,1
please set a reminder with the team note,1
i want to send an email about the phoject,0
i nwed to add an event soon well,1
plpase help schedule reminder about the project,1
i want to add an event for next week,1
i want to email next monday well,0
could you addkan event with the team,1
please wriwe an email for next week,0
could you put something on my calendar at 5pm please,1
help me schedule a meeting swon,1
pkease email tonight,0
